WKN;ARIVA_NAME;UNTERNEHMENSPROFIL
A0B65S;paion-aktie;Die Paion AG, ein Spezialpharmaunternehmen, entwickelt und vermarktet weltweit Medikamente für die Sedierung, Anästhesie und Intensivpflege im Krankenhaus. Das Hauptprodukt des Unternehmens ist Remimazolam, ein ultrakurz wirkendes intravenöses Benzodiazepin-Sedativum/Anästhetikum, das sich in der klinischen Entwicklung für den Einsatz in der Verfahrenssedierung, der Allgemeinanästhesie und der Sedierung auf der Intensivstation befindet. Darüber hinaus entwickelt das Unternehmen Angiotensin II, einen Vasokonstriktor, der für die Behandlung von refraktärer Hypotonie bei Erwachsenen mit septischem oder anderem distributiven Schock indiziert ist, sowie Eravacyclin, ein neuartiges Fluorcyclin-Antibiotikum, das für die Behandlung komplizierter intra-abdominaler Infektionen bei Erwachsenen indiziert ist. Das Unternehmen hat Partnerschaften und Lizenzvereinbarungen mit Cosmo Pharmaceuticals, Wuhan Humanwell Innovative Drug Research and Development Center Limited Company, Hana Pharm, Yichang Humanwell und Mundipharma. Die Paion AG wurde im Jahr 2000 gegründet und hat ihren Sitz in Aachen, Deutschland.
A3E5C2;mhp_hotel_inh-aktie;Kein Unternehmensprofil vorhanden.
503200;alexanderwerk-aktie;Die Alexanderwerk-Gruppe ist eine international tätige Unternehmensgruppe des Maschinenbaus. Diese hat sich dabei auf die Entwicklung und Fertigung von Maschinen und Anlagen für die chemische, pharmazeutische und die Grundstoffindustrie spezialisiert. Zu den Verfahren und Prozessen der entwickelten Maschinen gehören Kompaktieren, Granulieren und Zerkleinern. Die Alexanderwerk AG fungiert mittelbar über die Alexanderwerk Holding GmbH & Co. KG als reine Führungsholding und agiert vor allem durch mehrere Tochtergesellschaften, die sich mit der Entwicklung, Endmontage, Vertrieb von Maschinen und Anlagen und mit dem Vertrieb von Ersatzteilen befassen sowie verschiedene Dienstleistungen anbieten. Zu den Töchtern gehören: Alexanderwerk GmbH, AlexanderwerkService GmbH sowie die Alexanderwerk Inc. Weitere operativ inaktive Gesellschaften vervollständigen den Konzernkreis, wovon z.B. die Alexanderwerk India Private Ltd mit Sitz in Indien in 2017 neu in den Konsolidierungskreis eingetreten ist. An der Alexanderwerk Produktions GmbH ist die Alexanderwerk AG zu 25 % beteiligt. Ursprünglich 1885 von Alexander von der Nahmer als Eisengießerei mit mechanischen Werkstätten zur Herstellung kleiner Maschinen und Apparate für Anwendungen aller Art sowie Maschinen und Geräte für den Haushalt gegründet, zählt die Gesellschaft heute zu den gefragten Maschinenbaufirmen in Deutschland. Copyright 2021 facunda financial data GmbH
A0DNAY;bet_at_home_com-aktie;bet-at-home.com AG bietet über seine Tochtergesellschaften Online-Glücksspiele und Sportwetten in Europa an. Das Unternehmen bietet Sportwetten und Live-Wetten, Online-Casinos, Vegas, ein Online-Glücksspiel, Online-Poker sowie virtuelle Fußball- und Basketball-Ligen, Tennis, Hunderennen und Pferderennen an. Das Unternehmen wurde 1999 gegründet und hat seinen Sitz in Düsseldorf, Deutschland. bet-at-home.com AG ist eine Tochtergesellschaft der BetClic Everest Group S.A.S.
585518;ms_industrie-aktie;Die MS Industrie AG ist hauptsächlich in den Bereichen Antriebstechnik und Ultraschalltechnik in Deutschland und international tätig. Das Unternehmen ist in den Segmenten Antriebstechnik und Ultraschalltechnik sowie Services & Andere Segmente. Sie entwirft, entwickelt und fertigt Automobilkomponenten und -systeme für Motoren, stellt D-Motoren her und bietet Dienstleistungen im Aluminiumdruckguss für die Automobilindustrie an. Darüber hinaus bietet das Unternehmen Spezialmaschinen für die Bearbeitung von Kunststoffteilen wie Stoßstangen, Türverkleidungen und Instrumententafeln sowie Motor- und Laderaumabdeckungen für die Automobilindustrie, die Medizintechnik oder für die Herstellung von Konsumgütern, Servopressen zum Schweißen, Siegeln, Schneiden, Trennschweißen und Stanzen sowie Systeme und Komponenten für Generatoren und Konverter, Amplitudentransformatoren, Sonotroden sowie Vorschub- und Hand-Ultraschallschweißgeräte. Darüber hinaus bietet das Unternehmen Dienstleistungen in den Bereichen Corporate Finance, Controlling und Reporting, Risikomanagement, Corporate Governance und Transaktionsberatung an und erwirbt, verwaltet und vermietet Immobilien. Die Kunden kommen aus der Nutzfahrzeug- und Pkw-Industrie, dem Verpackungsmaschinenbau sowie dem allgemeinen Maschinen- und Anlagenbau. Das Unternehmen war früher unter dem Namen GCI Industrie AG bekannt und änderte im Juli 2012 seinen Namen in MS Industrie AG. Die MS Industrie AG wurde 1991 gegründet und hat ihren Hauptsitz in München, Deutschland.
564793;edding-aktie;"Die edding Gruppe ist einer der führenden Anbieter für Schreibgeräte und Marker sowie für Produkte der visuellen Kommunikation. Das Angebotsportfolio des Unternehmens umfasst zahlreiche Schreibwarenartikel für Kinder und Jugendliche, Schule, Büro und Industrie, Haus und Garten sowie für den kreativen Bereich. ""edding"" und „Legamaster“ sind eingetragene Marken des Herstellers. Zudem bietet edding auch eine Ecoline-Produktserie mit Markerkappen und –schäften, die zum Großteil aus recyceltem Material hergestellt sind, an. Copyright 2021 facunda financial data GmbH"
656940;albis_leasing-aktie;Die ALBIS Leasing AG bietet über ihre Tochtergesellschaften Leasing-, Mietkauf- und Mietlösungen für mittelständische Unternehmen in Deutschland an. Das Unternehmen wurde 1986 gegründet und hat seinen Sitz in Hamburg, Deutschland.
A25420;meta_wolf_ag-aktie;Die Mühl Product + Services AG ist auf den Handel und Transport von Baustoffen, das Entwickeln und Vertreiben von Bausoftware sowie auf die Bestellung von Baustoffen spezialisiert. Der Thüringer Baudienstleister hat am 28.03.2002 bei dem Amtsgericht Erfurt den Antrag auf Eröffnung des Insolvenzverfahrens gestellt, das am 01.07.2002 eröffnet wurde. Das operative Geschäft wird in der Mühl24 GmbH fortgeführt. Copyright 2021 facunda financial data GmbH
A0B7AP;raba_automotive-aktie;Die RÁBA Jármuipari Holding Nyrt. ist ein ungarisches Automobilunternehmen, das sich auf die Herstellung von Achsen, Fahrzeugteilen und die Konstruktion kompletter Fahrzeuge spezialisiert hat. Mit seinem Warensortiment, das in unterschiedlichen Bereichen der Automobilindustrie verwendet wird, gilt der Konzern als einer der größten Hersteller von Kraftfahrzeugkomponenten in Ungarn. In unternehmenseigenen Werken werden sowohl Achsen für Nutzfahrzeuge, Agrar- und Erdbewegungsmaschinen als auch Kraftfahrzeugteile und Spezialfahrzeuge gefertigt. Der Konzern vertreibt seine Produkte im In- und Ausland. Einen Großteil des internationalen Geschäfts nehmen Exporte in Länder der Europäischen Union, der USA sowie der GUS-Staaten ein. Neben größeren und kleineren OEM-Herstellern gehören auch Werkstätten und Industrieunternehmen zu den Kunden des Konzerns. Copyright 2021 facunda financial data GmbH
549562;geratherm_medical-aktie;Die Geratherm Medical AG ist als Medizintechnikunternehmen in Deutschland tätig. Es ist in den Segmenten Healthcare Diagnostic, Respiratory, Cardio/Stroke und Medical Warming Systems tätig. Das Segment Healthcare Diagnostic bietet Fieberthermometer, Blutdruckmessgeräte und Selbsttest-Diagnostikprodukte für Frauen, einschließlich Schwangerschaftstests, Chlamydientests, Harnwegsinfektionen, diverse Ovulationstestlösungen und pH-Tests. Das Segment Respiratory entwickelt und produziert Produkte vor allem für die pulmonale und kardiopulmonale Funktionsdiagnostik. Das Segment Medical Warming Systems bietet unter der Marke LMT MRI-kompatible Inkubatoren für Früh- und Neugeborene an. Das Segment Cardio/Stroke bietet Produkte zur Schlaganfall-Risikoanalyse und zur Erkennung von Vorhofflimmern an. Das Unternehmen vertreibt seine Produkte über Apotheken, Krankenhäuser und Kliniken. Es exportiert seine Produkte in etwa 60 Länder. Das Unternehmen wurde 1990 gegründet und hat seinen Hauptsitz in Geschwenda, Deutschland.
A1X3WX;erwe_immobilien-aktie;Die ERWE Immobilien AG ist eine Immobilieninvestmentgesellschaft mit Sitz in München, Deutschland. Seit dem 17. Oktober 2017 ist die ERWE Immobilien AG eine Tochtergesellschaft der Elbstein AG.
A1K037;artnet-aktie;Die artnet AG betreibt über ihre Tochtergesellschaft Artnet Worldwide Corporation eine Online-Ressource für den internationalen Kunstmarkt weltweit. Das Unternehmen ist in drei Segmenten tätig: Data, Marketplace und Media. Das Unternehmen präsentiert Kunstwerke von Mitgliedsgalerien und Partnerauktionshäusern online, darunter etwa 1.100 Galerien, die rund 250.000 Kunstwerke von etwa 23.000 Künstlern aus aller Welt präsentieren. Das Unternehmen bietet auch datenbankbezogene Produkte an, darunter die Price Database Fine Art and Design und die Price Database Decorative Art, Marktwarnungen und Analyseberichte. Darüber hinaus bietet das Unternehmen eine Plattform für den Online-Kauf und -Verkauf von Kunstwerken, eine Plattform für Ereignisse, Trends und Menschen, die den Kunstmarkt prägen, sowie aktuelle Analysen und Kommentare. Die artnet AG wurde 1989 gegründet und hat ihren Sitz in Berlin, Deutschland.
501824;mothercare-aktie;Mothercare plc ist über seine Tochtergesellschaften als spezialisierter Franchisegeber von Produkten für Eltern und Kleinkinder unter der Marke Mothercare tätig. Das Unternehmen bietet Kleidung, Schuhe, Haushalts- und Reiseprodukte sowie Spielzeug an. Es betreibt rund 700 Mothercare-Geschäfte in 36 Ländern sowie Online-Shops unter der Marke Mothercare. Das Unternehmen wurde 1961 gegründet und hat seinen Hauptsitz in Hemel Hempstead im Vereinigten Königreich.
549227;gieag_immobilien-aktie;Das im Dezember 1999 gegründete Projektentwicklungsunternehmen GIEAG Immobilien AG ist ein börsennotierter Projektentwickler für gewerblich genutzte Immobilien. Der Fokus liegt dabei auf der Entwicklung werthaltiger Büro-, Logistik- und Wohnimmobilien. Darüber hinaus engagiert sich die Firmengruppe auch im süddeutschen Raum als Investor. Der Schwerpunkt der Tätigkeit liegt auf der Entwicklung von Projekten mit attraktiven Chancen-Risiko-Profilen. Copyright 2021 facunda financial data GmbH
A2DYYE;valartis_group-aktie;Die Valartis Group AG erbringt Finanzdienstleistungen in der Schweiz, Europa und Russland. Das Unternehmen bietet Corporate Finance, Mergers & Acquisitions-Beratung sowie Beratungstätigkeiten für börsennotierte und nicht börsennotierte mittelständische Unternehmen. Darüber hinaus ist das Unternehmen im Bereich Immobilienprojektmanagement und Kapitalbeteiligungen tätig. Das Unternehmen wurde 1988 gegründet und hat seinen Hauptsitz in Fribourg, Schweiz. Die Valartis Group AG ist eine Tochtergesellschaft der MCG Holding SA.
604400;maternus_kliniken-aktie;Die Maternus-Kliniken Aktiengesellschaft betreibt Alten- und Pflegeheime, Rehabilitationskliniken und verschiedene Dienstleistungsunternehmen, die im Bereich der Altenpflege und Rehabilitationsmedizin tätig sind. Darüber hinaus bietet sie Notrufdienste, Betreutes Wohnen, Rehabilitations- und Anschlussheilbehandlungen sowie häusliche, stationäre, Kurzzeit- und Verhinderungspflege an. Das Unternehmen wurde 1877 gegründet und hat seinen Hauptsitz in Berlin, Deutschland.
A0MK5R;gem_diamonds-aktie;"Gem Diamonds Limited betreibt zusammen mit seinen Tochtergesellschaften Diamantenminen. Das Vorzeigeprojekt des Unternehmens ist die Let ""eng-Mine in den Maluti-Bergen in Lesotho. Das Unternehmen ist auch in der Produktion, der Herstellung, dem Großhandel, dem Einzelhandel und der Vermarktung von Rohdiamanten und geschliffenen Diamanten tätig. Darüber hinaus bietet das Unternehmen technische, finanzielle, administrative und Management-Beratungsdienste an. Es ist in Lesotho, Belgien, den Britischen Jungferninseln, Südafrika, dem Vereinigten Königreich und Zypern tätig. Gem Diamonds Limited wurde im Jahr 2005 gegründet und hat seinen Hauptsitz in London, Vereinigtes Königreich."
515600;gigaset-aktie;"Die Gigaset AG ist auf dem Gebiet der Telekommunikation in Deutschland, Europa und international tätig. Sie ist in den Segmenten Telefone, Smartphones, Smart Home und Professional tätig. Das Unternehmen bietet Telefone, einschließlich digitaler Schnurlostelefone, Voice-over-IP-Telefone, Mobilteile und schnurgebundene Telefone, sowie Zubehör und Ersatzteile; und Smartphones, wie Mobiltelefone für ältere Menschen und Zubehör. Darüber hinaus bietet das Unternehmen Alarmsysteme und Sicherheitslösungen, Sensoren wie Rauch- und Wassermelder, Bewegungs-, Tür- und Fenstersensoren, Alarmsirenen, drahtlose Innenkameras, Funktaster und Smart Plugs. Die Gigaset AG vertreibt ihre Produkte auch über Online-Kanäle. Das Unternehmen war früher als ARQUES Industries AG bekannt und änderte seinen Namen in Gigaset AG. Der Hauptsitz des Unternehmens befindet sich in Bocholt, Deutschland. Die Gigaset AG ist eine Tochtergesellschaft der Goldin Fund Pte. Ltd."
620140;peh_wertpapier-aktie;Die PEH ist einer der führenden bankenunabhängigen Vermögensverwalter im deutschsprachigen Raum. Des Weiteren fungiert die Gesellschaft als Vermögensberater für private Kunden sowie Assetmanager für institutionelle Anleger. Das Unternehmen ist unabhängig von allen Banken und Finanzinstituten und hat sich von Beginn an auf innovative Investmentideen spezialisiert. Neben dem Hauptsitz in Oberursel/Ts. ist die Gesellschaft in Deutschland, Luxemburg und Österreich vertreten. Copyright 2021 facunda financial data GmbH
A2AAA7;seven_principles-aktie;"Die Seven Principles AG ist ein deutscher und internationaler Anbieter von Dienstleistungen zur Unterstützung der Implementierung digitaler Geschäftsprozesse. Das Unternehmen bietet agile Transformationsdienstleistungen, einschließlich Beratung und Coaching; technologische Transformation, einschließlich Bewertung und Planung, Cloud-Infrastruktur-Automatisierung und CI/CD als Service und Pipeline-Konfiguration; Design, Planung, Aufbau und Betrieb privater Netzwerke auf der Grundlage von Technologien wie 5G, SDN und Cloud; Systemintegration, Prozessdigitalisierung und Entwicklung individueller Lösungen; Digitalisierung der Verwaltung; Sicherheitsdienstleistungen; internationale Compliance-Beratungsdienste; und 7P-EMM, eine europäische Software für die sichere Verwaltung von Smartphones und Tablets mit lokalen Managed Services. Die Seven Principles AG hat ihren Hauptsitz in Köln, Deutschland."
A0Z26C;gore_germ_off_r_e_na_on-aktie;Die GORE German Office Real Estate AG ist im Bereich der Immobilieninvestitionen in Deutschland tätig. Sie investiert in Gewerbeimmobilien. Das Unternehmen war früher als Münchner Immobilien Center AG bekannt und änderte im November 2019 seinen Namen in GORE German Office Real Estate AG. Die GORE German Office Real Estate AG wurde 2009 gegründet und hat ihren Sitz in Frankfurt am Main, Deutschland.
A0KFUJ;kromi_logistik-aktie;Die KROMI Logistik AG betreibt den Handel und Vertrieb von Zerspanungswerkzeugen und damit verbundenen Dienstleistungen in Deutschland, dem europäischen Ausland und Brasilien. Das Unternehmen bietet Einkaufsmanagement mit professioneller Werkzeugbeschaffung und -verwaltung, Zwischenlagerung, kundenindividuellem Lagerkatalog, Buchhaltung, Vendor Managed Inventory und eProcurement sowie Logistikmanagement-Dienstleistungen. Darüber hinaus bietet es Technologiemanagement mit Technologieberatung, Maschinenkonfiguration, Standzeitkontrolle und CAD/CAM-Dienstleistungen sowie die Analyse von Zerspanungsprozessen an Maschinen. Darüber hinaus bietet das Unternehmen Datenmanagementdienste und kundenspezifische Lösungen an. Es bedient vor allem Kunden aus dem allgemeinen Maschinenbau, der Automobilzulieferindustrie und der Luftfahrt. Das Unternehmen wurde 1964 gegründet und hat seinen Hauptsitz in Hamburg, Deutschland.
A0J2XW;cineworld_group-aktie;Die Cineworld Group plc ist in der Kinobranche tätig. Darüber hinaus ist das Unternehmen in den Bereichen Finanzierung, Einzelhandel, Vermietung von Kinoimmobilien, Kartenverkauf, Filmverleih, Werbung und Geschenkförderung tätig. Das Unternehmen betreibt seine Kinos unter den Marken Regal, United Artists, Edwards theatres, Cineworld, Picturehouse, Cinema City, Yes Planet und Rav-Chen. Zum 31. Dezember 2021 betrieb es 9.181 Leinwände an 751 Standorten in den Vereinigten Staaten, dem Vereinigten Königreich, Irland, Polen, Israel, Ungarn, Rumänien, der Tschechischen Republik, Bulgarien und der Slowakei. Das Unternehmen wurde 1995 gegründet und hat seinen Hauptsitz in Brentford (Vereinigtes Königreich). Am 7. September 2022 stellte die Cineworld Group plc zusammen mit ihren Tochtergesellschaften einen freiwilligen Antrag auf Reorganisation nach Chapter 11 beim U.S. Bankruptcy Court for the District of Southern District of Texas.
